ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.9142,-1.0702,8.9507,-2.0664,-1.3286,9.494,0.1845,-0.0361,-0.7683,0,-0.0181,0.0064,0,-21.54,18.48,-12.18,54.96,7.83,12.5,3.1,987.59,65.635,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,13 / 20,237517,2018-07-24 07:59:30:170
-2.4804,-1.6783,8.1211,-1.9974,-1.3224,9.5096,-0.483,-0.3559,-1.3885,0.0362,0.1214,-0.0202,0,-21.72,18.12,-11.94,54.9,7.64,12.24,3.1,987.59,69.491,42.39674,-83.29565,538.71,623.744355,,53.78,39.148384,357.8,13 / 20,238016,2018-07-24 07:59:30:669
-1.4653,-0.923,9.9323,-1.7776,-1.2755,9.5595,-0.0971,-0.513,-0.2867,0.0362,-0.0629,-0.0053,0,-22.56,18.3,-11.58,55.81,7.49,10.72,3.1,987.59,72.835,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,238516,2018-07-24 07:59:31:169
-2.4241,-1.7861,9.3003,-1.7506,-1.2488,9.568,-1.5067,-0.791,-3.1707,-0.0043,0.473,-0.0256,0,-20.88,19.26,-12.42,52.14,7.47,11.48,3.1,987.56,70.534,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,239016,2018-07-24 07:59:31:669
-4.5322,-3.978,1.4796,-2.1071,-1.2141,9.5004,3.2455,2.5357,-4.1517,0.2546,0.7414,0.1683,0,-19.8,16.8,-12.18,53.75,6.59,9.39,3.1,987.64,67.456,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,239516,2018-07-24 07:59:32:169
-1.7394,-0.8703,9.5469,-1.5859,-1.4947,9.5614,0.2799,0.5945,-1.5696,-0.0554,0.0703,-0.0043,0,-23.76,15.84,-10.08,59.48,8.7,9.66,3.1,987.52,65.815,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,240016,2018-07-24 07:59:32:669
-1.6017,-1.5419,7.3251,-1.72,-1.4849,9.5398,0.1183,-0.0569,-2.2147,-0.0543,0.1278,-0.016,0,-25.92,17.88,-8.46,57.32,8.47,10.27,3.1,987.58,66.506,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,240516,2018-07-24 07:59:33:169
-2.3188,-1.4892,8.746,-1.8307,-1.4941,9.5177,0.2373,-0.0813,-0.9788,-0.0352,-0.1822,-0.0043,0,-23.16,17.34,-11.1,57.25,8.48,10.69,3.1,987.55,71.359,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,241016,2018-07-24 07:59:33:669
-1.1073,-0.6225,8.758,-1.6361,-1.5127,9.5502,0.5287,0.8902,-0.7922,0.0064,-0.0224,0.0128,0,-22.92,16.98,-10.98,57.3,8.72,9.93,3.1,987.53,69.896,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,241515,2018-07-24 07:59:34:168
-2.5067,-1.9692,9.2895,-1.7488,-1.4805,9.5352,0.7779,0.3732,-0.2696,0.0309,-0.0149,-0.0107,0,-22.8,17.34,-10.8,57.37,8.94,10.53,3.1,987.57,73.303,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,242016,2018-07-24 07:59:34:669
-2.1895,-1.4569,9.2033,-1.9038,-1.3716,9.5218,-0.8639,0.0058,1.4341,0.0064,-0.0724,-0.0096,0,-21.42,18,-10.98,53.44,8.14,11.53,3.1,987.54,72.643,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,242516,2018-07-24 07:59:35:169
-1.6484,-1.4138,9.0561,-1.9414,-1.3769,9.5135,0.293,-0.0369,-0.4574,-0.0202,-0.1566,0.0117,0,-20.94,16.86,-10.68,55.13,8.21,12.26,3.1,987.57,71.672,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,243016,2018-07-24 07:59:35:669
-1.634,-1.3982,9.4774,-1.8402,-1.4374,9.5246,0.6251,-0.2002,-0.4973,-0.0011,0,-0.0021,0,-21.24,17.1,-10.56,55.15,8.48,11.03,3.1,987.53,71.357,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,243516,2018-07-24 07:59:36:169
-1.6197,-0.0754,10.3346,-1.9342,-1.4858,9.4985,0.3552,0.2084,-0.1839,0.0075,-0.0245,0.0096,0,-24.3,17.22,-12,58.71,8.69,11.56,3.1,987.53,72.73,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,244016,2018-07-24 07:59:36:669
-1.063,-2.0087,8.7927,-2.1655,-1.4178,9.4589,1.1025,-0.591,-0.6662,0.0277,-0.147,0.0501,0,-24.06,17.22,-13.98,59.53,8.41,13.06,3.1,987.56,72.351,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,244515,2018-07-24 07:59:37:168
-1.5395,-1.6556,10.167,-1.8638,-1.5845,9.4966,0.3243,-0.071,0.6704,0.0138,-0.098,0.0053,0,-23.64,17.58,-14.1,58.16,9.24,11.18,3.1,987.5,71.724,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,245016,2018-07-24 07:59:37:669
-1.6005,-1.4222,9.5972,-1.8637,-1.6027,9.4936,0.1494,0.0608,0.3609,-0.0032,0.0543,0.0096,0,-23.04,18.96,-16.2,56.56,9.36,10.71,3.1,987.52,70.813,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,245516,2018-07-24 07:59:38:169
-2.0303,-1.7957,9.1782,-1.7619,-1.5527,9.5213,-0.2684,-0.243,-0.3431,0.0533,-0.0533,-0.0011,0,-22.68,18,-16.38,57.92,8.87,10.55,3.1,987.55,72.112,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,13 / 20,246016,2018-07-24 07:59:38:669
-1.6604,-1.3264,10.7236,-1.7601,-1.3222,9.5564,0.0997,-0.0042,1.1673,-0.017,0.1417,0.0288,0,-22.68,17.16,-15.54,59.01,7.73,9.81,3.1,987.53,74.648,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,246516,2018-07-24 07:59:39:169
-1.8304,-1.3288,8.254,-1.5949,-1.3409,9.5827,-0.2642,0.0361,-0.0179,-0.0352,-0.0053,0,0,-13.08,18.18,-15.24,43.49,7.78,9.47,3.1,987.5,74.777,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,247016,2018-07-24 07:59:39:669
-1.6053,-1.5814,8.922,-1.5307,-1.6071,9.5522,-0.0746,0.0258,-0.6302,-0.0543,0.0128,-0.0266,0,-17.58,16.8,-12.78,52.48,9.08,8.87,3.1,987.55,73.36,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,247515,2018-07-24 07:59:40:168
-1.98,-1.5981,8.3594,-1.9576,-1.6448,9.4675,0.2134,0.5196,1.2394,0.0352,-0.1023,-0.0021,0,-15.84,17.7,-6.24,44.33,9.82,11.45,3.1,987.51,72.655,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,248016,2018-07-24 07:59:40:669
-1.6017,-1.1947,8.5461,-1.8248,-1.5196,9.5148,-0.5575,-0.4604,-1.086,0.0096,-0.0352,-0.0085,0,-18.9,16.08,-11.82,55.3,9.06,11.41,3.1,987.53,72.455,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,248516,2018-07-24 07:59:41:169
-1.6436,-0.6261,9.1004,-1.7007,-1.5062,9.5399,0.0571,0.8801,-0.4395,-0.0479,0.2333,-0.0181,0,-20.16,18.6,-13.92,52.18,8.83,10.23,3.1,987.53,71.223,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,249016,2018-07-24 07:59:41:669
-2.5702,-1.5215,8.9388,-1.9253,-1.5099,9.4965,-0.0391,-0.0942,0.273,-0.0128,0.066,0.0032,0,-20.58,18.24,-15.36,55.51,8.78,11.35,3.1,987.53,71.074,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,249516,2018-07-24 07:59:42:169
-2.1811,-1.8256,9.4212,-2.3599,-1.4081,9.4137,0.1788,-0.4175,0.0075,0.0352,-0.2823,-0.0149,0,-21.48,18.54,-15.12,54.21,8.63,15.02,3.1,987.56,73.038,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,250016,2018-07-24 07:59:42:669
-2.8874,-1.075,10.9738,-2.2548,-1.4597,9.4316,-0.6326,0.3847,1.5422,0.0991,-0.1843,0.0213,0,-22.8,18.6,-15.42,56.02,8.41,13.88,3.1,987.47,70.394,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,250515,2018-07-24 07:59:43:168
-2.7557,-1.1157,8.7819,-2.1244,-1.5097,9.454,1.1943,0.4969,0.7226,0.0234,-0.0714,0.0224,0,-24.48,18.54,-15.48,56.92,8.62,12.25,3.1,987.53,73.903,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,251016,2018-07-24 07:59:43:669
-2.2745,-1.567,9.1255,-1.9826,-1.6298,9.4648,0.0888,0.0221,-0.24,-0.0426,0.0703,-0.0011,0,-23.52,16.92,-12.3,58.91,9.45,11.91,3.1,987.47,72.946,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,251516,2018-07-24 07:59:44:169
-1.5467,-1.5203,9.3015,-2.271,-1.5876,9.407,0.2767,0.2049,1.3501,-0.0202,0.1076,0.0107,0,-23.82,16.86,-8.7,57.4,9.12,12.91,3.1,987.6,74.025,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,252016,2018-07-24 07:59:44:669
-2.2158,-1.4257,9.3087,-2.1115,-1.5717,9.4468,0.0585,-0.0132,0.5765,-0.0138,-0.1225,0,0,-24.06,18.48,-10.26,56.35,9.22,12.7,3.1,987.56,74.498,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,252515,2018-07-24 07:59:45:168
-2.144,-1.4952,8.6981,-2.0255,-1.5489,9.4694,-0.1185,0.0537,-0.7712,0.0298,0.016,0.0075,0,-26.04,17.82,-11.64,59.01,9.09,12.27,3.1,987.57,70.053,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,253015,2018-07-24 07:59:45:668
-2.4469,-1.8842,8.3031,-1.9807,-1.6101,9.4686,-0.4662,-0.2741,-1.1655,-0.0064,-0.0075,-0.0096,0,-26.7,16.74,-11.7,61.39,9.46,12.09,3.1,987.59,70.584,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,253516,2018-07-24 07:59:46:169
-1.7526,-1.7166,8.8861,-1.8129,-1.5499,9.5122,0.6458,0.1062,0.0371,0.016,-0.0447,0.0043,0,-26.52,16.86,-11.58,61.34,9.08,10.81,3.1,987.61,72.727,42.39817,-83.29574,506.45,627.7217523,,66.24,39.148384,356.3,15 / 20,254016,2018-07-24 07:59:46:669
-4.4101,-1.5933,9.9084,-1.9964,-1.4838,9.4859,0.4941,0.7728,0.6775,0.016,-0.2312,0.0213,0,-26.94,17.1,-10.98,60.88,8.82,10.98,3.1,987.6,73.986,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,254516,2018-07-24 07:59:47:169
-1.5407,-1.4736,8.7113,-2.2452,-1.4187,9.4402,-0.3884,-0.5099,-1.3418,-0.0224,0.1438,-0.0192,0,-27.12,17.28,-11.16,60.7,8.37,13.32,3.1,987.57,73.537,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,255016,2018-07-24 07:59:47:669
-1.907,-1.7585,9.1482,-2.2148,-1.3664,9.4551,0.2802,-0.2305,-0.1141,-0.016,0.0224,0.0011,0,-24.9,17.58,-11.16,57.47,8.02,13.24,3.1,987.59,69.704,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,255516,2018-07-24 07:59:48:169
-0.644,-1.5251,8.9495,-2.1313,-1.4012,9.4691,1.4873,-0.1239,-0.5196,-0.0373,-0.0511,0.0138,0,-23.7,16.98,-10.56,58.17,8.3,12.37,3.1,987.56,73.221,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,256016,2018-07-24 07:59:48:669
-3.4716,-1.9848,6.9504,-2.9299,-1.4468,9.2462,0.1024,-0.6936,2.4794,0.0714,-0.3366,-0.0213,0,-22.2,18.36,-10.56,54.66,8.41,15.51,3.1,987.57,74.815,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,256516,2018-07-24 07:59:49:169
-1.9776,-1.6328,9.0405,-2.6006,-1.4249,9.3476,0.9379,-0.0775,-0.3154,-0.017,0.0234,-0.0021,0,-20.04,17.7,-12.6,53.62,8.38,15.69,3.1,987.6,69.093,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,257016,2018-07-24 07:59:49:669
-1.5443,-1.3599,10.0161,-2.3824,-1.4355,9.4039,0.8381,0.0756,0.6122,0.0138,-0.1609,0.0075,0,-23.7,16.26,-9.06,58.79,8.35,14.63,3.1,987.66,70.623,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,257516,2018-07-24 07:59:50:169
-1.9405,-1.3743,9.2416,-2.2597,-1.4414,9.4333,0.3084,0.1916,0.5302,0.0128,0.0032,0.0064,0,-23.52,18.48,-10.26,56.17,8.42,13.57,3.1,987.61,71.257,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,258016,2018-07-24 07:59:50:669
-0.1041,-0.7925,11.4179,-2.2311,-1.3665,9.4512,2.1269,0.5741,1.9667,0.0309,-0.2578,0.0288,0,-22.38,17.82,-13.5,55.33,7.72,11.75,3.1,987.52,69.461,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,258516,2018-07-24 07:59:51:169
-1.7394,-0.9457,9.2787,-1.8671,-1.3061,9.5382,0.1277,0.3604,-0.2595,-0.0128,-0.0362,-0.0096,0,-22.98,16.2,-9.42,57.84,7.56,11.17,3.1,987.61,69.363,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,259016,2018-07-24 07:59:51:669
-1.7873,-1.6819,7.7117,-1.5485,-1.3467,9.5895,0.1778,-0.012,-2.2262,-0.0437,0.229,0.0011,0,-24,16.92,-9.6,57.66,7.88,10.03,3.1,987.57,73.985,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,259516,2018-07-24 07:59:52:169
-2.1811,-1.7478,9.9707,-1.7766,-1.3995,9.5423,-0.4045,-0.3482,0.4284,0.016,-0.0426,-0.0011,0,-24.06,18.3,-9.9,56.16,8.18,10.73,3.1,987.58,70.446,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,260016,2018-07-24 07:59:52:669
-1.804,-1.7286,11.1725,-1.9801,-1.5304,9.482,0.1761,-0.1982,1.6906,0.0213,0.1087,0.0064,0,-22.68,18.42,-13.08,56.66,8.89,11.22,3.1,987.57,71.246,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,260516,2018-07-24 07:59:53:169
-2.5139,-1.6281,8.9998,-2.0815,-1.5853,9.4512,-0.0421,0.302,-0.0994,0,-0.0426,0.0021,0,-22.02,16.8,-12,56.92,9.13,12.37,3.1,987.62,73.315,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,261016,2018-07-24 07:59:53:669
-2.2673,-1.5071,10.835,-1.8809,-1.4049,9.5215,-0.56,-0.2734,-0.7312,-0.0192,-0.1097,-0.0181,0,-23.76,16.56,-7.5,56.4,8.06,11.77,3.1,987.62,74.888,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,261516,2018-07-24 07:59:54:169
-1.6316,-1.6436,9.4236,-1.7261,-1.5661,9.5257,0.0944,-0.0775,-0.1021,0.0085,-0.0671,0.0011,0,-22.68,19.26,-11.22,54.25,9.06,10.41,3.1,987.64,70.106,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,262016,2018-07-24 07:59:54:669
-1.6592,-0.6967,11.2013,-1.851,-1.5374,9.5069,-1.2807,0.7629,-2.2213,-0.0341,0.0415,0.0053,0,-21.84,17.04,-12.42,56.86,9.08,10.87,3.1,987.62,72.257,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,262516,2018-07-24 07:59:55:169
-1.0451,-1.8938,8.7257,-2.0146,-1.5649,9.469,-1.3935,-0.9478,-1.6999,0.017,0.0629,-0.0192,0,-23.28,16.74,-10.8,57.42,9.13,12.47,3.1,987.62,74.174,42.400646,-83.29584,506.45,627.7217523,,60.95,39.148384,358.4,16 / 20,263017,2018-07-24 07:59:55:670
-1.8052,-1.3396,9.2488,-1.9999,-1.6369,9.46,0.1947,0.2974,-0.2112,0.016,-0.0075,0.0021,0,-23.52,17.46,-10.44,58.02,9.68,12.13,3.1,987.65,73.739,42.40203,-83.2959,487.1,627.7217523,,60.34,48.935486,358.3,16 / 20,263516,2018-07-24 07:59:56:169
-1.5431,-1.3551,8.8981,-1.8868,-1.6053,9.4886,0.382,0.6823,-0.1811,-0.0053,0.066,0.0117,0,-23.52,17.58,-10.38,56.44,9.5,11.39,3.1,987.61,72.082,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,264015,2018-07-24 07:59:56:668
-0.3759,-1.2115,10.6315,-1.7579,-1.5789,9.5177,1.382,0.3675,1.1137,-0.0011,-0.1758,0.0096,0,-23.58,18.12,-10.62,56.77,9.02,9.82,3.1,987.6,71.542,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,264515,2018-07-24 07:59:57:168
-1.4748,-1.0127,9.5361,-1.4418,-1.6321,9.5618,-0.2856,0.3572,-0.6913,0.0149,0.0107,0.017,0,-22.74,18.6,-12.42,54.79,9.64,8.77,3.1,987.63,72.175,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,265015,2018-07-24 07:59:57:668
-2.2924,-1.4054,9.147,-1.5765,-1.5626,9.5521,-0.5783,0.4302,-0.0591,0.0043,0.1055,0.0053,0,-21.96,18.06,-13.44,55.63,9.28,8.93,3.1,987.6,71.699,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,265516,2018-07-24 07:59:58:169
-2.6528,-1.5826,11.2216,-1.8576,-1.5688,9.5004,-0.7951,-0.0138,1.7212,0.0629,0.115,-0.0117,0,-22.38,17.58,-11.88,55.21,9.07,10.53,3.1,987.6,71.318,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,266016,2018-07-24 07:59:58:669
-2.3367,-1.8471,7.4939,-1.8892,-1.5006,9.5052,0.2408,0.3406,1.2507,0.0394,-0.2226,0.0011,0,-22.62,18.24,-11.52,56.14,8.58,11.4,3.1,987.59,72.573,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,266515,2018-07-24 07:59:59:168
-2.4349,-3.1855,9.3087,-1.921,-1.8706,9.433,-0.5139,-1.3149,-0.1243,-0.0309,-0.5241,0.033,0,-23.76,17.16,-10.14,58.27,10.78,11.92,3.1,987.61,75.454,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,267016,2018-07-24 07:59:59:669
-1.4593,-1.7478,11.655,-1.9502,-1.8304,9.4349,0.491,0.0826,2.2201,0.0181,-0.032,0.0128,0,-24.9,17.28,-10.02,59.14,10.9,12.63,3.1,987.58,75.483,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,267516,2018-07-24 08:00:00:169
-3.049,-1.7131,9.3553,-1.4674,-1.7084,9.5446,-1.2847,-1.3095,0.5135,-0.0075,0.1044,-0.0234,0,-23.46,17.82,-11.22,56,9.94,8.45,3.1,987.63,75.942,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,268016,2018-07-24 08:00:00:669
-1.7478,-1.7585,9.7133,-1.5537,-1.6994,9.5325,-0.8357,0.288,0.0335,-0.0032,0.0352,-0.0064,0,-24.18,17.76,-11.1,57,9.9,8.94,3.1,987.63,76.331,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,268516,2018-07-24 08:00:01:169
-2.2649,-2.1452,9.0597,-1.9818,-1.6728,9.4575,0.325,0.2088,-0.5164,-0.0245,0.0202,-0.0064,0,-24.18,18.24,-11.88,57.48,9.97,11.35,3.1,987.63,75.542,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,269016,2018-07-24 08:00:01:669
-1.7837,-1.5969,9.4427,-1.5789,-1.7001,9.5282,-0.5699,-0.2333,0.0486,-0.0415,-0.1502,-0.0096,0,-23.22,17.76,-11.76,56.45,9.88,9.39,3.1,987.61,74.641,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,269516,2018-07-24 08:00:02:169
-2.1452,-1.6077,8.5353,-1.8071,-1.6481,9.4968,-0.3573,0.0871,-0.3808,0.017,0.1065,-0.0053,0,-23.7,17.52,-10.26,56.5,9.68,10.19,3.1,987.63,73.12,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,270016,2018-07-24 08:00:02:669
-1.9728,-1.3671,9.6271,-1.7455,-1.5911,9.518,-0.2273,0.224,0.1091,0.0085,-0.0096,0.0128,0,-23.88,18.12,-10.56,56.89,9.45,10.47,3.1,987.64,73.168,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,270516,2018-07-24 08:00:03:169
-1.8423,-1.172,9.3111,-1.7786,-1.5534,9.5181,-0.3894,0.1312,0.5555,0.0021,-0.0096,-0.0043,0,-24.18,18.36,-11.34,56.77,8.97,10.59,3.1,987.67,71.078,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,271016,2018-07-24 08:00:03:669
-1.9225,-1.4808,7.5717,-1.6611,-1.6357,9.5255,0.604,0.921,-1.9275,0.0202,-0.1928,0.0202,0,-22.38,18.06,-13.02,55.85,9.54,11.05,3.1,987.65,70.232,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,271516,2018-07-24 08:00:04:169
-2.1584,-1.7394,7.7548,-1.4278,-1.4661,9.5908,0.3121,0.7347,-2.3603,-0.0937,0.2131,0.016,0,-22.5,17.34,-12.78,57.16,8.8,9.56,3.1,987.63,74.7,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,272015,2018-07-24 08:00:04:668
-1.7406,-1.1756,9.1447,-1.5194,-1.5778,9.5589,-0.208,0.1353,-0.7147,-0.0096,0.0149,-0.0021,0,-24.54,17.28,-11.34,59.3,9.13,9.15,3.1,987.69,71.994,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,272515,2018-07-24 08:00:05:168
-1.9381,-1.7765,8.6574,-1.6691,-1.5601,9.5368,-0.269,-0.2164,-0.8794,-0.017,-0.0043,0.0032,0,-24.42,17.52,-10.02,56.39,9.2,9.91,3.1,987.66,70.264,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,273016,2018-07-24 08:00:05:669
-1.6927,-1.3635,9.8581,-1.8615,-1.5693,9.4996,-0.091,0.1867,0.1191,0.0192,-0.0085,0.0064,0,-24.18,17.58,-10.74,56.86,9.36,11.2,3.1,987.65,72.859,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,273516,2018-07-24 08:00:06:169
-1.3635,-1.5275,8.9531,-1.7917,-1.599,9.5081,0.4282,0.0715,-0.555,0.0053,0.0149,0.017,0,-23.16,17.4,-10.86,57.54,9.57,10.77,3.1,987.64,72.96,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,274016,2018-07-24 08:00:06:669
-1.2198,-1.5371,9.1901,-1.851,-1.6641,9.4855,-0.5432,0.1545,-0.3923,0.0352,0.0511,0.0011,0,-23.1,17.28,-10.74,57.62,9.9,11.5,3.1,987.69,70.949,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,274516,2018-07-24 08:00:07:169
-1.7801,-1.1181,9.092,-1.9314,-1.5895,9.4823,-0.4221,0.1517,1.2617,-0.0064,0.0181,0.0043,0,-23.16,17.34,-10.86,57.5,9.42,11.46,3.1,987.66,70.643,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,275015,2018-07-24 08:00:07:668
-2.8754,-1.0151,7.853,-1.8024,-1.5487,9.5144,-1.0731,0.5336,-1.6614,0.0085,0.0447,-0.0011,0,-23.82,17.34,-10.14,57.98,9.34,10.97,3.1,987.67,68.805,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,275515,2018-07-24 08:00:08:168
-2.5702,-1.7789,9.906,-1.7624,-1.6237,9.5093,0.7257,-0.0474,-1.3308,-0.0085,-0.0032,0.0021,0,-24.24,18.24,-9.84,56.46,9.53,10.59,3.1,987.69,72.16,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,276016,2018-07-24 08:00:08:669
-2.5331,-1.7837,9.3673,-2.1176,-1.5836,9.4434,-0.4155,-0.2,-0.0761,0.0107,0.082,-0.0085,0,-24.06,19.56,-14.16,55.25,9.39,12.3,3.1,987.72,71.15,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,276516,2018-07-24 08:00:09:169
-1.4018,-1.5431,9.8857,-2.2144,-1.5638,9.4245,0.8126,0.0207,0.4611,-0.0085,-0.0575,0.0096,0,-23.94,17.7,-14.82,58.68,9.24,13.12,3.1,987.72,72.401,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,277016,2018-07-24 08:00:09:669
-2.0446,-1.913,8.0302,-1.9339,-1.7179,9.4594,-0.1107,-0.1951,-1.4292,0.0927,-0.0213,0.0053,0,-24,17.82,-13.26,57.99,10.11,12.76,3.1,987.75,74.659,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,277516,2018-07-24 08:00:10:169
-1.5514,-2.0686,9.0704,-1.8565,-1.7177,9.4749,0.0524,0.2046,0.0493,0.0085,-0.0192,0.0075,0,-24.36,17.76,-11.76,57.51,10.07,11.01,3.1,987.71,70.481,42.40203,-83.2959,487.1,628.7092683,,60.34,48.935486,358.3,16 / 20,278016,2018-07-24 08:00:10:669
